geo_value,time_value,weekly_hosp
Colusa,2023-04-15,0
Colusa,2023-04-22,0
Colusa,2023-04-29,0
Colusa,2023-05-06,0
Colusa,2023-05-13,0
Colusa,2023-05-20,0
Colusa,2023-05-27,0
Colusa,2023-06-03,0
Colusa,2023-06-10,0
Colusa,2023-06-17,0
Colusa,2023-06-24,0
Colusa,2023-07-01,0
Colusa,2023-07-08,0
Colusa,2023-07-15,0
Colusa,2023-07-22,0
Colusa,2023-07-29,0
Colusa,2023-08-05,0
Colusa,2023-08-12,0
Colusa,2023-08-19,0
Colusa,2023-08-26,0
Colusa,2023-09-02,0
Colusa,2023-09-09,0
Colusa,2023-09-16,0
Colusa,2023-09-23,0
Colusa,2023-09-30,0
Colusa,2023-10-07,0
Colusa,2023-10-14,0
Colusa,2023-10-21,0
Colusa,2023-10-28,0
Colusa,2023-11-04,0
Colusa,2023-11-11,0
Colusa,2023-11-18,0
Colusa,2023-11-25,0
Colusa,2023-12-02,0
Colusa,2023-12-09,0
Colusa,2023-12-16,0
Colusa,2023-12-23,0
Colusa,2023-12-30,0
Colusa,2024-01-06,0
Colusa,2024-01-13,0
Colusa,2024-01-20,0
Colusa,2024-01-27,0
Colusa,2024-02-03,0
Colusa,2024-02-10,0
Colusa,2024-02-17,0
Colusa,2024-02-24,0
Colusa,2024-03-02,0
Colusa,2024-03-09,0
Colusa,2024-03-16,0
Colusa,2024-03-23,0
Colusa,2024-03-30,0
Colusa,2024-04-06,0
Colusa,2024-04-13,0
Colusa,2024-04-20,0
Contra Costa,2020-03-28,0
Contra Costa,2020-04-04,0
Contra Costa,2020-04-11,0
Contra Costa,2020-04-18,0
Contra Costa,2020-04-25,0
Contra Costa,2020-05-02,0
Contra Costa,2020-05-09,0
Contra Costa,2020-05-16,0
Contra Costa,2020-05-23,0
Contra Costa,2020-05-30,0
Contra Costa,2020-06-06,0
Contra Costa,2020-06-13,0
Contra Costa,2020-06-20,0
Contra Costa,2020-06-27,0
Contra Costa,2020-07-04,0
Contra Costa,2020-07-11,0
Contra Costa,2020-07-18,0
Contra Costa,2020-07-25,0
Contra Costa,2020-08-01,0
Contra Costa,2020-08-08,0
Contra Costa,2020-08-15,0
Contra Costa,2020-08-22,0
Contra Costa,2020-08-29,0
Contra Costa,2020-09-05,0
Contra Costa,2020-09-12,0
Contra Costa,2020-09-19,0
Contra Costa,2020-09-26,0
Contra Costa,2020-10-03,0
Contra Costa,2020-10-10,0
Contra Costa,2020-10-17,0
Contra Costa,2020-10-24,0
Contra Costa,2020-10-31,0
Contra Costa,2020-11-07,0
Contra Costa,2020-11-14,0
Contra Costa,2020-11-21,0
Contra Costa,2020-11-28,0
Contra Costa,2020-12-05,0
Contra Costa,2020-12-12,0
Contra Costa,2020-12-19,0
Contra Costa,2020-12-26,0
Contra Costa,2021-01-02,0
Contra Costa,2021-01-09,0
Contra Costa,2021-01-16,0
Contra Costa,2021-01-23,0
Contra Costa,2021-01-30,0
Contra Costa,2021-02-06,0
Contra Costa,2021-02-13,0
Contra Costa,2021-02-20,0
Contra Costa,2021-02-27,0
Contra Costa,2021-03-06,0
Contra Costa,2021-03-13,0
Contra Costa,2021-03-20,0
Contra Costa,2021-03-27,0
Contra Costa,2021-04-03,0
Contra Costa,2021-04-10,0
Contra Costa,2021-04-17,0
Contra Costa,2021-04-24,0
Contra Costa,2021-05-01,0
Contra Costa,2021-05-08,0
Contra Costa,2021-05-15,0
Contra Costa,2021-05-22,0
Contra Costa,2021-05-29,0
Contra Costa,2021-06-05,0
Contra Costa,2021-06-12,0
Contra Costa,2021-06-19,0
Contra Costa,2021-06-26,0
Contra Costa,2021-07-03,0
Contra Costa,2021-07-10,0
Contra Costa,2021-07-17,0
Contra Costa,2021-07-24,0
Contra Costa,2021-07-31,0
Contra Costa,2021-08-07,0
Contra Costa,2021-08-14,0
Contra Costa,2021-08-21,0
Contra Costa,2021-08-28,0
Contra Costa,2021-09-04,0
Contra Costa,2021-09-11,0
Contra Costa,2021-09-18,0
Contra Costa,2021-09-25,0
Contra Costa,2021-10-02,0
Contra Costa,2021-10-09,0
Contra Costa,2021-10-16,0
Contra Costa,2021-10-23,0
Contra Costa,2021-10-30,0
Contra Costa,2021-11-06,0
Contra Costa,2021-11-13,0
Contra Costa,2021-11-20,0
Contra Costa,2021-11-27,0
Contra Costa,2021-12-04,0
Contra Costa,2021-12-11,0
Contra Costa,2021-12-18,0
Contra Costa,2021-12-25,0
Contra Costa,2022-01-01,0
Contra Costa,2022-01-08,0
Contra Costa,2022-01-15,0
Contra Costa,2022-01-22,0
Contra Costa,2022-01-29,0
Contra Costa,2022-02-05,0
Contra Costa,2022-02-12,0
Contra Costa,2022-02-19,0
Contra Costa,2022-02-26,0
Contra Costa,2022-03-05,0
Contra Costa,2022-03-12,0
Contra Costa,2022-03-19,0
Contra Costa,2022-03-26,0
Contra Costa,2022-04-02,0
Contra Costa,2022-04-09,0
Contra Costa,2022-04-16,0
Contra Costa,2022-04-23,0
Contra Costa,2022-04-30,7
Contra Costa,2022-05-07,0
Contra Costa,2022-05-14,0
Contra Costa,2022-05-21,10
Contra Costa,2022-05-28,0
Contra Costa,2022-06-04,0
Contra Costa,2022-06-11,0
Contra Costa,2022-06-18,0
Contra Costa,2022-06-25,0
Contra Costa,2022-07-02,0
Contra Costa,2022-07-09,0
Contra Costa,2022-07-16,0
Contra Costa,2022-07-23,0
Contra Costa,2022-07-30,0
Contra Costa,2022-08-06,0
Contra Costa,2022-08-13,0
Contra Costa,2022-08-20,0
Contra Costa,2022-08-27,0
Contra Costa,2022-09-03,0
Contra Costa,2022-09-10,0
Contra Costa,2022-09-17,0
Contra Costa,2022-09-24,0
Contra Costa,2022-10-01,0
Contra Costa,2022-10-08,0
Contra Costa,2022-10-15,0
Contra Costa,2022-10-22,0
Contra Costa,2022-10-29,0
Contra Costa,2022-11-05,4
Contra Costa,2022-11-12,29
Contra Costa,2022-11-19,42
Contra Costa,2022-11-26,87
Contra Costa,2022-12-03,93
Contra Costa,2022-12-10,54
Contra Costa,2022-12-17,75
Contra Costa,2022-12-24,73
Contra Costa,2022-12-31,63
Contra Costa,2023-01-07,18
Contra Costa,2023-01-14,0
Contra Costa,2023-01-21,0
Contra Costa,2023-01-28,0
Contra Costa,2023-02-04,0
Contra Costa,2023-02-11,0
Contra Costa,2023-02-18,0
Contra Costa,2023-02-25,0
Contra Costa,2023-03-04,0
Contra Costa,2023-03-11,0
Contra Costa,2023-03-18,0
Contra Costa,2023-03-25,0
Contra Costa,2023-04-01,0
Contra Costa,2023-04-08,0
Contra Costa,2023-04-15,0
Contra Costa,2023-04-22,0
Contra Costa,2023-04-29,0
Contra Costa,2023-05-06,0
Contra Costa,2023-05-13,0
Contra Costa,2023-05-20,0
Contra Costa,2023-05-27,0
Contra Costa,2023-06-03,0
Contra Costa,2023-06-10,0
Contra Costa,2023-06-17,0
Contra Costa,2023-06-24,0
Contra Costa,2023-07-01,0
Contra Costa,2023-07-08,0
Contra Costa,2023-07-15,0
Contra Costa,2023-07-22,0
Contra Costa,2023-07-29,0
Contra Costa,2023-08-05,0
Contra Costa,2023-08-12,0
Contra Costa,2023-08-19,0
Contra Costa,2023-08-26,0
Contra Costa,2023-09-02,0
Contra Costa,2023-09-09,0
Contra Costa,2023-09-16,0
Contra Costa,2023-09-23,0
Contra Costa,2023-09-30,0
Contra Costa,2023-10-07,0
Contra Costa,2023-10-14,0
Contra Costa,2023-10-21,0
Contra Costa,2023-10-28,0
Contra Costa,2023-11-04,0
Contra Costa,2023-11-11,0
Contra Costa,2023-11-18,6
Contra Costa,2023-11-25,8
Contra Costa,2023-12-02,15
Contra Costa,2023-12-09,6
Contra Costa,2023-12-16,24
Contra Costa,2023-12-23,26
Contra Costa,2023-12-30,18
Contra Costa,2024-01-06,15
Contra Costa,2024-01-13,11
Contra Costa,2024-01-20,9
Contra Costa,2024-01-27,0
Contra Costa,2024-02-03,4
Contra Costa,2024-02-10,0
Contra Costa,2024-02-17,5
Contra Costa,2024-02-24,9
Contra Costa,2024-03-02,4
Contra Costa,2024-03-09,0
Contra Costa,2024-03-16,4
Contra Costa,2024-03-23,0
Contra Costa,2024-03-30,0
Contra Costa,2024-04-06,4
Contra Costa,2024-04-13,0
Contra Costa,2024-04-20,0
Del Norte,2020-03-28,0
Del Norte,2020-04-04,0
Del Norte,2020-04-11,0
Del Norte,2020-04-18,0
Del Norte,2020-04-25,0
Del Norte,2020-05-02,0
Del Norte,2020-05-09,0
Del Norte,2020-05-16,0
Del Norte,2020-05-23,0
Del Norte,2020-05-30,0
Del Norte,2020-06-06,0
Del Norte,2020-06-13,0
Del Norte,2020-06-20,0
Del Norte,2020-06-27,0
Del Norte,2020-07-04,0
Del Norte,2020-07-11,0
Del Norte,2020-07-18,0
Del Norte,2020-07-25,0
Del Norte,2020-08-01,0
Del Norte,2020-08-08,0
Del Norte,2020-08-15,0
Del Norte,2020-08-22,0
Del Norte,2020-08-29,0
Del Norte,2020-09-05,0
Del Norte,2020-09-12,0
Del Norte,2020-09-19,0
Del Norte,2020-09-26,0
Del Norte,2020-10-03,0
Del Norte,2020-10-10,0
Del Norte,2020-10-17,0
Del Norte,2020-10-24,0
Del Norte,2020-10-31,0
Del Norte,2020-11-07,0
Del Norte,2020-11-14,0
Del Norte,2020-11-21,0
Del Norte,2020-11-28,0
Del Norte,2020-12-05,0
Del Norte,2020-12-12,0
Del Norte,2020-12-19,0
Del Norte,2020-12-26,0
Del Norte,2021-01-02,0
Del Norte,2021-01-09,0
Del Norte,2021-01-16,0
Del Norte,2021-01-23,0
Del Norte,2021-01-30,0
Del Norte,2021-02-06,0
Del Norte,2021-02-13,0
Del Norte,2021-02-20,0
Del Norte,2021-02-27,0
Del Norte,2021-03-06,0
Del Norte,2021-03-13,0
Del Norte,2021-03-20,0
Del Norte,2021-03-27,0
Del Norte,2021-04-03,0
Del Norte,2021-04-10,0
Del Norte,2021-04-17,0
Del Norte,2021-04-24,0
Del Norte,2021-05-01,0
Del Norte,2021-05-08,0
Del Norte,2021-05-15,0
Del Norte,2021-05-22,0
Del Norte,2021-05-29,0
Del Norte,2021-06-05,0
Del Norte,2021-06-12,0
Del Norte,2021-06-19,0
Del Norte,2021-06-26,0
Del Norte,2021-07-03,0
Del Norte,2021-07-10,0
Del Norte,2021-07-17,0
Del Norte,2021-07-24,0
Del Norte,2021-07-31,0
Del Norte,2021-08-07,0
Del Norte,2021-08-14,0
Del Norte,2021-08-21,0
Del Norte,2021-08-28,0
Del Norte,2021-09-04,0
Del Norte,2021-09-11,0
Del Norte,2021-09-18,0
Del Norte,2021-09-25,0
Del Norte,2021-10-02,0
Del Norte,2021-10-09,0
Del Norte,2021-10-16,0
Del Norte,2021-10-23,0
Del Norte,2021-10-30,0
Del Norte,2021-11-06,0
Del Norte,2021-11-13,0
Del Norte,2021-11-20,0
Del Norte,2021-11-27,0
Del Norte,2021-12-04,0
Del Norte,2021-12-11,0
Del Norte,2021-12-18,0
Del Norte,2021-12-25,0
Del Norte,2022-01-01,0
Del Norte,2022-01-08,0
Del Norte,2022-01-15,0
Del Norte,2022-01-22,0
Del Norte,2022-01-29,0
Del Norte,2022-02-05,0
Del Norte,2022-02-12,0
Del Norte,2022-02-19,0
Del Norte,2022-02-26,0
Del Norte,2022-03-05,0
Del Norte,2022-03-12,0
Del Norte,2022-03-19,0
Del Norte,2022-03-26,0
Del Norte,2022-04-02,0
Del Norte,2022-04-09,0
Del Norte,2022-04-16,0
Del Norte,2022-04-23,0
Del Norte,2022-04-30,0
Del Norte,2022-05-07,0
Del Norte,2022-05-14,0
Del Norte,2022-05-21,0
Del Norte,2022-05-28,0
Del Norte,2022-06-04,0
Del Norte,2022-06-11,0
Del Norte,2022-06-18,0
Del Norte,2022-06-25,0
Del Norte,2022-07-02,0
Del Norte,2022-07-09,0
Del Norte,2022-07-16,0
Del Norte,2022-07-23,0
Del Norte,2022-07-30,0
Del Norte,2022-08-06,0
Del Norte,2022-08-13,0
Del Norte,2022-08-20,0
Del Norte,2022-08-27,0
Del Norte,2022-09-03,0
Del Norte,2022-09-10,0
Del Norte,2022-09-17,0
Del Norte,2022-09-24,0
Del Norte,2022-10-01,0
Del Norte,2022-10-08,0
Del Norte,2022-10-15,0
Del Norte,2022-10-22,0
Del Norte,2022-10-29,0
Del Norte,2022-11-05,0
Del Norte,2022-11-12,0
Del Norte,2022-11-19,0
Del Norte,2022-11-26,8
Del Norte,2022-12-03,4
Del Norte,2022-12-10,10
Del Norte,2022-12-17,6
Del Norte,2022-12-24,0
Del Norte,2022-12-31,0
Del Norte,2023-01-07,0
Del Norte,2023-01-14,0
Del Norte,2023-01-21,0
Del Norte,2023-01-28,0
Del Norte,2023-02-04,0
Del Norte,2023-02-11,0
Del Norte,2023-02-18,0
Del Norte,2023-02-25,0
Del Norte,2023-03-04,0
Del Norte,2023-03-11,0
Del Norte,2023-03-18,0
Del Norte,2023-03-25,0
Del Norte,2023-04-01,0
Del Norte,2023-04-08,0
Del Norte,2023-04-15,0
Del Norte,2023-04-22,0
Del Norte,2023-04-29,0
Del Norte,2023-05-06,0
Del Norte,2023-05-13,0
Del Norte,2023-05-20,0
Del Norte,2023-05-27,0
Del Norte,2023-06-03,0
Del Norte,2023-06-10,0
Del Norte,2023-06-17,0
Del Norte,2023-06-24,0
Del Norte,2023-07-01,0
Del Norte,2023-07-08,0
Del Norte,2023-07-15,0
Del Norte,2023-07-22,0
Del Norte,2023-07-29,0
Del Norte,2023-08-05,0
Del Norte,2023-08-12,0
Del Norte,2023-08-19,0
Del Norte,2023-08-26,0
Del Norte,2023-09-02,0
Del Norte,2023-09-09,0
Del Norte,2023-09-16,0
Del Norte,2023-09-23,0
Del Norte,2023-09-30,0
Del Norte,2023-10-07,0
Del Norte,2023-10-14,0
Del Norte,2023-10-21,0
Del Norte,2023-10-28,0
Del Norte,2023-11-04,0
Del Norte,2023-11-11,0
Del Norte,2023-11-18,0
Del Norte,2023-11-25,0
Del Norte,2023-12-02,0
Del Norte,2023-12-09,0
Del Norte,2023-12-16,0
Del Norte,2023-12-23,0
Del Norte,2023-12-30,0
Del Norte,2024-01-06,0
Del Norte,2024-01-13,0
Del Norte,2024-01-20,0
Del Norte,2024-01-27,0
Del Norte,2024-02-03,0
Del Norte,2024-02-10,0
Del Norte,2024-02-17,0
Del Norte,2024-02-24,0
Del Norte,2024-03-02,0
Del Norte,2024-03-09,0
Del Norte,2024-03-16,0
Del Norte,2024-03-23,0
Del Norte,2024-03-30,0
Del Norte,2024-04-06,0
Del Norte,2024-04-13,0
Del Norte,2024-04-20,0
El Dorado,2020-03-28,0
El Dorado,2020-04-04,0
El Dorado,2020-04-11,0
El Dorado,2020-04-18,0
El Dorado,2020-04-25,0
El Dorado,2020-05-02,0
El Dorado,2020-05-09,0
El Dorado,2020-05-16,0
El Dorado,2020-05-23,0
El Dorado,2020-05-30,0
El Dorado,2020-06-06,0
El Dorado,2020-06-13,0
El Dorado,2020-06-20,0
El Dorado,2020-06-27,0
El Dorado,2020-07-04,0
El Dorado,2020-07-11,0
El Dorado,2020-07-18,0
El Dorado,2020-07-25,0
El Dorado,2020-08-01,0
El Dorado,2020-08-08,0
El Dorado,2020-08-15,0
El Dorado,2020-08-22,0
El Dorado,2020-08-29,0
El Dorado,2020-09-05,0
El Dorado,2020-09-12,0
El Dorado,2020-09-19,0
El Dorado,2020-09-26,0
El Dorado,2020-10-03,0
El Dorado,2020-10-10,0
El Dorado,2020-10-17,0
El Dorado,2020-10-24,0
El Dorado,2020-10-31,0
El Dorado,2020-11-07,0
El Dorado,2020-11-14,0
El Dorado,2020-11-21,0
El Dorado,2020-11-28,0
El Dorado,2020-12-05,0
El Dorado,2020-12-12,0
El Dorado,2020-12-19,0
El Dorado,2020-12-26,0
El Dorado,2021-01-02,0
El Dorado,2021-01-09,0
El Dorado,2021-01-16,0
El Dorado,2021-01-23,0
El Dorado,2021-01-30,0
El Dorado,2021-02-06,0
El Dorado,2021-02-13,0
El Dorado,2021-02-20,0
El Dorado,2021-02-27,0
El Dorado,2021-03-06,0
El Dorado,2021-03-13,0
El Dorado,2021-03-20,0
El Dorado,2021-03-27,0
El Dorado,2021-04-03,0
El Dorado,2021-04-10,0
El Dorado,2021-04-17,0
El Dorado,2021-04-24,0
El Dorado,2021-05-01,0
El Dorado,2021-05-08,0
El Dorado,2021-05-15,0
El Dorado,2021-05-22,0
El Dorado,2021-05-29,0
El Dorado,2021-06-05,0
El Dorado,2021-06-12,0
El Dorado,2021-06-19,0
El Dorado,2021-06-26,0
El Dorado,2021-07-03,0
El Dorado,2021-07-10,0
El Dorado,2021-07-17,0
El Dorado,2021-07-24,0
El Dorado,2021-07-31,0
El Dorado,2021-08-07,0
El Dorado,2021-08-14,0
El Dorado,2021-08-21,0
El Dorado,2021-08-28,0
El Dorado,2021-09-04,0
El Dorado,2021-09-11,0
El Dorado,2021-09-18,0
El Dorado,2021-09-25,0
El Dorado,2021-10-02,0
El Dorado,2021-10-09,0
El Dorado,2021-10-16,0
El Dorado,2021-10-23,0
El Dorado,2021-10-30,0
El Dorado,2021-11-06,0
El Dorado,2021-11-13,0
El Dorado,2021-11-20,0
El Dorado,2021-11-27,0
El Dorado,2021-12-04,0
El Dorado,2021-12-11,0
El Dorado,2021-12-18,0
El Dorado,2021-12-25,5
El Dorado,2022-01-01,0
El Dorado,2022-01-08,0
El Dorado,2022-01-15,0
El Dorado,2022-01-22,0
El Dorado,2022-01-29,0
El Dorado,2022-02-05,0
El Dorado,2022-02-12,0
El Dorado,2022-02-19,0
El Dorado,2022-02-26,0
El Dorado,2022-03-05,0
El Dorado,2022-03-12,0
El Dorado,2022-03-19,0
El Dorado,2022-03-26,0
El Dorado,2022-04-02,0
El Dorado,2022-04-09,0
El Dorado,2022-04-16,0
El Dorado,2022-04-23,0
El Dorado,2022-04-30,0
El Dorado,2022-05-07,0
El Dorado,2022-05-14,6
El Dorado,2022-05-21,0
El Dorado,2022-05-28,0
El Dorado,2022-06-04,0
El Dorado,2022-06-11,0
El Dorado,2022-06-18,0
El Dorado,2022-06-25,0
El Dorado,2022-07-02,0
El Dorado,2022-07-09,0
El Dorado,2022-07-16,0
El Dorado,2022-07-23,0
El Dorado,2022-07-30,0
El Dorado,2022-08-06,0
El Dorado,2022-08-13,0
El Dorado,2022-08-20,0
El Dorado,2022-08-27,0
El Dorado,2022-09-03,0
El Dorado,2022-09-10,0
El Dorado,2022-09-17,0
El Dorado,2022-09-24,0
El Dorado,2022-10-01,0
El Dorado,2022-10-08,0
El Dorado,2022-10-15,0
El Dorado,2022-10-22,0
El Dorado,2022-10-29,0
El Dorado,2022-11-05,6
El Dorado,2022-11-12,0
El Dorado,2022-11-19,12
El Dorado,2022-11-26,15
El Dorado,2022-12-03,16
El Dorado,2022-12-10,4
El Dorado,2022-12-17,6
El Dorado,2022-12-24,11
El Dorado,2022-12-31,0
El Dorado,2023-01-07,0
El Dorado,2023-01-14,0
El Dorado,2023-01-21,0
El Dorado,2023-01-28,0
El Dorado,2023-02-04,0
El Dorado,2023-02-11,0
El Dorado,2023-02-18,0
El Dorado,2023-02-25,0
El Dorado,2023-03-04,0
El Dorado,2023-03-11,0
El Dorado,2023-03-18,0
El Dorado,2023-03-25,0
El Dorado,2023-04-01,0
El Dorado,2023-04-08,0
El Dorado,2023-04-15,0
El Dorado,2023-04-22,0
El Dorado,2023-04-29,0
El Dorado,2023-05-06,0
El Dorado,2023-05-13,0
El Dorado,2023-05-20,0
El Dorado,2023-05-27,0
El Dorado,2023-06-03,0
El Dorado,2023-06-10,0
El Dorado,2023-06-17,0
El Dorado,2023-06-24,0
El Dorado,2023-07-01,0
El Dorado,2023-07-08,0
El Dorado,2023-07-15,0
El Dorado,2023-07-22,0
El Dorado,2023-07-29,0
El Dorado,2023-08-05,0
El Dorado,2023-08-12,0
El Dorado,2023-08-19,0
El Dorado,2023-08-26,0
El Dorado,2023-09-02,0
El Dorado,2023-09-09,0
El Dorado,2023-09-16,0
El Dorado,2023-09-23,0
El Dorado,2023-09-30,0
El Dorado,2023-10-07,0
El Dorado,2023-10-14,0
El Dorado,2023-10-21,0
El Dorado,2023-10-28,0
El Dorado,2023-11-04,0
El Dorado,2023-11-11,0
El Dorado,2023-11-18,0
El Dorado,2023-11-25,0
El Dorado,2023-12-02,0
El Dorado,2023-12-09,4
El Dorado,2023-12-16,6
El Dorado,2023-12-23,7
El Dorado,2023-12-30,0
El Dorado,2024-01-06,4
El Dorado,2024-01-13,0
El Dorado,2024-01-20,0
El Dorado,2024-01-27,0
El Dorado,2024-02-03,0
El Dorado,2024-02-10,0
El Dorado,2024-02-17,0
El Dorado,2024-02-24,0
El Dorado,2024-03-02,0
El Dorado,2024-03-09,0
El Dorado,2024-03-16,0
El Dorado,2024-03-23,0
El Dorado,2024-03-30,0
El Dorado,2024-04-06,0
El Dorado,2024-04-13,0
El Dorado,2024-04-20,0
Fresno,2020-03-28,0
Fresno,2020-04-04,0
Fresno,2020-04-11,0
Fresno,2020-04-18,0
Fresno,2020-04-25,0
Fresno,2020-05-02,0
Fresno,2020-05-09,0
Fresno,2020-05-16,0
Fresno,2020-05-23,0
Fresno,2020-05-30,0
Fresno,2020-06-06,0
Fresno,2020-06-13,0
Fresno,2020-06-20,0
Fresno,2020-06-27,0
Fresno,2020-07-04,0
Fresno,2020-07-11,0
Fresno,2020-07-18,0
Fresno,2020-07-25,0
Fresno,2020-08-01,0
Fresno,2020-08-08,0
Fresno,2020-08-15,0
Fresno,2020-08-22,0
Fresno,2020-08-29,0
Fresno,2020-09-05,0
Fresno,2020-09-12,0
Fresno,2020-09-19,0
Fresno,2020-09-26,0
Fresno,2020-10-03,0
Fresno,2020-10-10,0
Fresno,2020-10-17,0
Fresno,2020-10-24,0
Fresno,2020-10-31,0
Fresno,2020-11-07,0
Fresno,2020-11-14,0
Fresno,2020-11-21,0
Fresno,2020-11-28,0
Fresno,2020-12-05,0
Fresno,2020-12-12,0
Fresno,2020-12-19,0
Fresno,2020-12-26,0
Fresno,2021-01-02,0
Fresno,2021-01-09,0
Fresno,2021-01-16,0
Fresno,2021-01-23,0
Fresno,2021-01-30,0
Fresno,2021-02-06,0
Fresno,2021-02-13,0
Fresno,2021-02-20,0
Fresno,2021-02-27,0
Fresno,2021-03-06,0
Fresno,2021-03-13,0
Fresno,2021-03-20,0
Fresno,2021-03-27,0
Fresno,2021-04-03,0
Fresno,2021-04-10,0
Fresno,2021-04-17,0
Fresno,2021-04-24,0
Fresno,2021-05-01,0
Fresno,2021-05-08,0
Fresno,2021-05-15,0
Fresno,2021-05-22,0
Fresno,2021-05-29,0
Fresno,2021-06-05,0
Fresno,2021-06-12,0
Fresno,2021-06-19,0
Fresno,2021-06-26,0
Fresno,2021-07-03,0
Fresno,2021-07-10,0
Fresno,2021-07-17,0
Fresno,2021-07-24,0
Fresno,2021-07-31,0
Fresno,2021-08-07,0
Fresno,2021-08-14,0
Fresno,2021-08-21,0
Fresno,2021-08-28,0
Fresno,2021-09-04,0
Fresno,2021-09-11,0
Fresno,2021-09-18,0
Fresno,2021-09-25,0
Fresno,2021-10-02,0
Fresno,2021-10-09,0
Fresno,2021-10-16,0
Fresno,2021-10-23,0
Fresno,2021-10-30,0
Fresno,2021-11-06,0
Fresno,2021-11-13,0
Fresno,2021-11-20,0
Fresno,2021-11-27,0
Fresno,2021-12-04,0
Fresno,2021-12-11,0
Fresno,2021-12-18,0
Fresno,2021-12-25,0
Fresno,2022-01-01,0
Fresno,2022-01-08,0
Fresno,2022-01-15,0
Fresno,2022-01-22,0
Fresno,2022-01-29,0
Fresno,2022-02-05,0
Fresno,2022-02-12,0
Fresno,2022-02-19,0
Fresno,2022-02-26,0
Fresno,2022-03-05,0
Fresno,2022-03-12,0
Fresno,2022-03-19,0
Fresno,2022-03-26,0
Fresno,2022-04-02,0
Fresno,2022-04-09,0
Fresno,2022-04-16,0
Fresno,2022-04-23,0
Fresno,2022-04-30,11
Fresno,2022-05-07,5
Fresno,2022-05-14,25
Fresno,2022-05-21,44
Fresno,2022-05-28,27
Fresno,2022-06-04,26
Fresno,2022-06-11,24
Fresno,2022-06-18,14
Fresno,2022-06-25,10
Fresno,2022-07-02,0
Fresno,2022-07-09,0
Fresno,2022-07-16,0
Fresno,2022-07-23,0
Fresno,2022-07-30,0
Fresno,2022-08-06,0
Fresno,2022-08-13,0
Fresno,2022-08-20,0
Fresno,2022-08-27,0
Fresno,2022-09-03,0
Fresno,2022-09-10,0
Fresno,2022-09-17,0
Fresno,2022-09-24,0
Fresno,2022-10-01,0
Fresno,2022-10-08,0
Fresno,2022-10-15,0
Fresno,2022-10-22,0
Fresno,2022-10-29,0
Fresno,2022-11-05,0
Fresno,2022-11-12,5
Fresno,2022-11-19,13
Fresno,2022-11-26,37
Fresno,2022-12-03,29
Fresno,2022-12-10,40
Fresno,2022-12-17,37
Fresno,2022-12-24,25
Fresno,2022-12-31,23
Fresno,2023-01-07,8
Fresno,2023-01-14,4
Fresno,2023-01-21,0
Fresno,2023-01-28,0
Fresno,2023-02-04,0
Fresno,2023-02-11,0
Fresno,2023-02-18,0
Fresno,2023-02-25,0
Fresno,2023-03-04,0
Fresno,2023-03-11,0
Fresno,2023-03-18,0
Fresno,2023-03-25,0
Fresno,2023-04-01,0
Fresno,2023-04-08,0
Fresno,2023-04-15,0
Fresno,2023-04-22,0
Fresno,2023-04-29,0
Fresno,2023-05-06,0
Fresno,2023-05-13,0
Fresno,2023-05-20,0
Fresno,2023-05-27,0
Fresno,2023-06-03,0
Fresno,2023-06-10,0
Fresno,2023-06-17,0
Fresno,2023-06-24,0
Fresno,2023-07-01,0
Fresno,2023-07-08,0
Fresno,2023-07-15,0
Fresno,2023-07-22,0
Fresno,2023-07-29,0
Fresno,2023-08-05,0
Fresno,2023-08-12,0
Fresno,2023-08-19,0
Fresno,2023-08-26,0
Fresno,2023-09-02,0
Fresno,2023-09-09,0
Fresno,2023-09-16,0
Fresno,2023-09-23,0
Fresno,2023-09-30,0
Fresno,2023-10-07,0
Fresno,2023-10-14,0
Fresno,2023-10-21,0
Fresno,2023-10-28,4
Fresno,2023-11-04,9
Fresno,2023-11-11,15
Fresno,2023-11-18,28
Fresno,2023-11-25,34
Fresno,2023-12-02,46
Fresno,2023-12-09,39
Fresno,2023-12-16,80
Fresno,2023-12-23,42
Fresno,2023-12-30,32
Fresno,2024-01-06,25
Fresno,2024-01-13,19
Fresno,2024-01-20,7
Fresno,2024-01-27,12
Fresno,2024-02-03,5
Fresno,2024-02-10,0
Fresno,2024-02-17,0
Fresno,2024-02-24,0
Fresno,2024-03-02,0
Fresno,2024-03-09,0
Fresno,2024-03-16,0
Fresno,2024-03-23,0
Fresno,2024-03-30,0
Fresno,2024-04-06,0
Fresno,2024-04-13,0
Fresno,2024-04-20,0
Glenn,2020-03-28,0
Glenn,2020-04-04,0
Glenn,2020-04-11,0
Glenn,2020-04-18,0
Glenn,2020-04-25,0
Glenn,2020-05-02,0
Glenn,2020-05-09,0
Glenn,2020-05-16,0
Glenn,2020-05-23,0
Glenn,2020-05-30,0
Glenn,2020-06-06,0
Glenn,2020-06-13,0
Glenn,2020-06-20,0
Glenn,2020-06-27,0
Glenn,2020-07-04,0
Glenn,2020-07-11,0
Glenn,2020-07-18,0
Glenn,2020-07-25,0
Glenn,2020-08-01,0
Glenn,2020-08-08,0
Glenn,2020-08-15,0
Glenn,2020-08-22,0
Glenn,2020-08-29,0
Glenn,2020-09-05,0
Glenn,2020-09-19,0
Glenn,2020-09-26,0
Glenn,2020-10-10,0
Glenn,2020-10-17,0
Glenn,2020-10-24,0
Glenn,2020-10-31,0
Glenn,2020-11-07,0
